新闻类别	标题	发布时间	链接详情	新闻内容
health	“夜经济”升温 为城市消费增添新动能	 2024年05月23日 08:54 	http://finance.people.com.cn/n1/2024/0523/c1004-40241848.html	“还要创新消费模式，对商家创新给予支持和包容，打开商家的创新思路。”盘和林举例说，比如有些地方通过演出经济吸引人气，有些地方通过一些综艺和特色地方节目来吸引关注。这些都需要政府、商家、消费者、社交平台、自媒体等来共同合作、多元协同。
health	国家医保局：加强区域协同 做好2024年医药集中采购提…	 2024年05月21日 14:53 	http://health.people.com.cn/n1/2024/0521/c14739-40240492.html	人民网北京5月21日电 （记者乔业琼）据国家医保局官网消息，为深入贯彻党中央关于药品耗材集中带量采购的部署，落实2024年《政府工作报告》“完善国家药品集中采购制度”要求，国家医保局近日印发《国家医疗保障局办公室关于加强区域协同 做好2024年医药集中采购提质扩面的通知》（以下简称《通知》）。
health	国家医保局：加强区域协同 做好2024年医药集中采购提…	 2024年05月21日 14:53 	http://health.people.com.cn/n1/2024/0521/c14739-40240492.html	《通知》提出继续大力推进医药集中带量采购工作，加强区域协同，提升联盟采购规模和规范性，明确行业预期，持续巩固改革成果。主要包括以下四部分内容：
health	国家医保局：加强区域协同 做好2024年医药集中采购提…	 2024年05月21日 14:53 	http://health.people.com.cn/n1/2024/0521/c14739-40240492.html	一是扩大联盟范围，形成全国联盟集中采购。在国家组织药品和高值医用耗材集中带量采购（简称“国家组织集采”）的基础上，加强区域协同，将条件具备的省级联盟采购提升为全国性联盟采购（简称“全国联采”）。全国联采要规范、高效开展，做好执行监测，增强效果；公平对待各类经营主体，严防“地方保护”。这有利于实现一地集采、全国跟进，助力全国统一大市场，降低企业重复投标成本，营造良好的营商环境。
health	国家医保局：加强区域协同 做好2024年医药集中采购提…	 2024年05月21日 14:53 	http://health.people.com.cn/n1/2024/0521/c14739-40240492.html	二是加强统筹协调，合理确定采购品种。在集采品种选择上加强统筹协调，做到国家和地方互为补充。国家组织集采重点针对通过一致性评价的药品，以及聚焦价格虚高、群众反映强烈的高值医用耗材。全国联采重点覆盖国家组织集采以外品种，以及采购金额大、覆盖人群广的“大品种”，持续扩大集采覆盖面。
health	国家医保局：加强区域协同 做好2024年医药集中采购提…	 2024年05月21日 14:53 	http://health.people.com.cn/n1/2024/0521/c14739-40240492.html	三是聚焦重点领域，积极推进2024年集采扩面。药品方面，开展新批次国家组织集采，做好胰岛素和前几批集采药品协议期满接续采购；重点指导湖北继续牵头中成药集采、山东牵头中药饮片集采、河南牵头国家组织集采可替代药品集采、三明联盟开展肿瘤和呼吸系统疾病用药集采等药品全国联采工作。耗材方面，国家组织开展新批次高值医用耗材集采和人工关节接续采购；重点指导江西、安徽、广东、浙江、福建、河南、河北等7省分别牵头体外诊断试剂、超声刀、结扎夹、冠脉切割球囊、血管介入等医用耗材全国联采工作。
health	国家医保局：加强区域协同 做好2024年医药集中采购提…	 2024年05月21日 14:53 	http://health.people.com.cn/n1/2024/0521/c14739-40240492.html	四是完善执行机制，增强集采制度效果。强化牵头省份职能，加强采购执行；鼓励和引导村卫生室、民营医疗机构、零售药店参加集采；畅通医疗机构和中选企业问题反馈渠道，确保中选产品质量、供应、优先使用、及时回款；以集采为抓手重点提升医用耗材网采率；将集采中选结果执行情况纳入医保基金飞行检查范围。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	“旧空调不太制冷了，赶上以旧换新活动再叠加商场折扣，原价7500多元的空调，到手只有5000元。”近日，北京市大兴区的吴先生将家里的旧空调都置换成了新空调，除了可以享受优惠补贴，还更加节能省电。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	近期，以旧换新行动在全国各地如火如荼展开。记者观察到，从家电到汽车，消费者在换新时更青睐节能、低碳的产品，消费“含绿量”不断提升。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	围绕家电以旧换新政策，多地发布的细则都与“绿”有关。四川对个人消费者在省内以旧换新购买7大类绿色智能家电，按其实际售价的10%给予一次性补贴，单台最高不超过1000元；宁夏提出对购置17大类二级以上能效、单价1000元及以上家电产品参加以旧换新等活动，给予补贴；河南对消费者交售废旧家电并新购绿色智能家电、智能电子产品给予补贴，省财政对各地实际财政支出按照不超过30%给予奖补。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	通过线上线下相结合的方式，电商平台也为消费者提供更加便捷、高效的以旧换新服务。苏宁易购数据显示，自3月29日启动以旧换新行动以来，截至4月14日，以旧换新订单同比增长超129%，带动绿色节能家电产品销售占比提升11%。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	在中国国际电子商务中心首席分析师李政波看来，开展家电以旧换新、发展绿色流通，是激发有潜能的消费、促进资源循环利用的有效途径。为了推广这一理念，我国发布了一系列政策，让绿色消费理念更加深入人心，绿色低碳生活方式渐成风尚。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	家电之外，汽车领域的以旧换新也向“绿”而行。记者了解到，不少家庭选择置换新能源汽车，追求更加节能环保的用车体验。据工信部官网消息，4月份我国新能源汽车销量同比增长33.5%，1-4月累计销量占新车销量比重达32.4%。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	按照最新发布的《汽车以旧换新补贴实施细则》，消费者购买新能源乘用车的，补贴1万元。近日，工信部等5部门还启动了2024年新能源汽车下乡活动，共计99款车型参与活动。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	“在政策支持下，未来新能源汽车销量有望进一步提升。”李政波认为，这不仅将带动完善充电、停车、智慧交通等基础设施，还将持续扩大自动驾驶、智能控制等技术在新能源汽车领域落地应用，为消费者营造安全、舒适、高效节能的用车体验。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	“以旧换新缩短了消费者接触绿色智能创新产品的周期，将为更好培育新的消费增长点、增强发展潜力和后劲提供有力支撑。”李政波说。
health	培育消费新增长点 以旧换新“绿意”浓	 2024年05月20日 08:38 	http://finance.people.com.cn/n1/2024/0520/c1004-40239216.html	面对以旧换新带来的绿色低碳发展新机遇和新挑战，多位专家建议，社会各界要形成合力，普及绿色消费知识、提升公众绿色消费意识；相关企业要加大绿色产品研发和生产上的投入力度，以更优质绿色产品供给，满足消费者的低碳生活新需求。（实习生杨子烨对本文亦有贡献）
health	国家卫健委：为社会力量开展医养结合服务提供多方面保障	 2024年05月16日 16:17 	http://health.people.com.cn/n1/2024/0516/c14739-40237356.html	人民网北京5月16日电 （记者乔业琼）今日，国家卫生健康委召开新闻发布会，介绍推动医养结合高质量发展有关情况，并答记者问。
health	国家卫健委：为社会力量开展医养结合服务提供多方面保障	 2024年05月16日 16:17 	http://health.people.com.cn/n1/2024/0516/c14739-40237356.html	国家卫生健康委老龄健康司司长王海东表示，
health	国家卫健委：为社会力量开展医养结合服务提供多方面保障	 2024年05月16日 16:17 	http://health.people.com.cn/n1/2024/0516/c14739-40237356.html	一是在审批方面，为社会力量开展医养结合服务提供便利。养老机构申请内部设置诊所、卫生室、医务室、护理站的，取消行政审批，实行备案管理。申请举办二级及以下医疗机构的，设置审批和执业登记“两证合一”。具备法人资格的医疗机构申请设立养老机构的，不需另行设立新的法人，也不需另行法人登记，可以通过变更登记事项或服务范围开展养老服务。要求各地对新申请建设医养结合机构的，如果涉及同层级相关部门审批，实行“一个窗口”办理。
health	国家卫健委：为社会力量开展医养结合服务提供多方面保障	 2024年05月16日 16:17 	http://health.people.com.cn/n1/2024/0516/c14739-40237356.html	二是在建设方面，为社会力量开展医养结合服务提供多方面的保障。比如，对社会办医养结合机构的区域总量不作规划限制。支持社会力量建设专业化、连锁化、规模化的医养结合机构，符合条件的，能够享受到税费、投融资、用地等方面的优惠政策。同时，将符合条件的养老机构内设医疗机构及时纳入医保定点管理，而且可以结合老年人慢病、共病的特点，合理确定医保总额，鼓励有条件的地方为提供医养结合服务的医疗机构提前预付医保资金，减轻运行压力。在此基础上，鼓励地方多出台具体的、有针对性的支持性政策，支持社会力量参与医养结合发展。
health	国家卫健委：为社会力量开展医养结合服务提供多方面保障	 2024年05月16日 16:17 	http://health.people.com.cn/n1/2024/0516/c14739-40237356.html	三是在投入方面，为社会力量开展医养结合服务提供资金支持。比如说，鼓励有条件的地方通过设置产业投资基金的方式支持医养结合的发展，山东在这方面做的很突出。鼓励保险公司、信托投资公司等金融机构作为投资主体举办医养结合机构。通过政府购买服务的方式，支持医养结合机构为老年人提供基本公共卫生服务和基本养老服务。
health	国家卫健委：为社会力量开展医养结合服务提供多方面保障	 2024年05月16日 16:17 	http://health.people.com.cn/n1/2024/0516/c14739-40237356.html	王海东表示，通过这些举措，有效提高了社会力量参与医养结合发展的积极性，目前在所有具备医疗卫生机构资质并进行养老机构备案的医养结合机构中，有5500多家是社会力量举办的，占总量的70%以上。下一步，要继续完善支持政策，鼓励和支持社会力量继续参与好、开展好、壮大好医养结合服务，为老年人提供更多的高质量医养结合服务，以事业推动产业、以产业推动事业，实现事业和产业的协同发展。
health	国家卫健委：为1.27亿65岁及以上老年人提供健康管理…	 2024年05月16日 15:50 	http://health.people.com.cn/n1/2024/0516/c14739-40237338.html	人民网北京5月16日电 （记者乔业琼）今日，国家卫生健康委召开新闻发布会，介绍推动医养结合高质量发展有关情况，并答记者问。
health	国家卫健委：为1.27亿65岁及以上老年人提供健康管理…	 2024年05月16日 15:50 	http://health.people.com.cn/n1/2024/0516/c14739-40237338.html	国家卫生健康委老龄健康司司长王海东表示，现在90%以上的老年人都希望居家养老，所以国家卫生健康委一直致力于推进增加居家社区医养结合服务，在这方面做了很多工作。
health	国家卫健委：为1.27亿65岁及以上老年人提供健康管理…	 2024年05月16日 15:50 	http://health.people.com.cn/n1/2024/0516/c14739-40237338.html	一是提升服务能力。组织开展了社区医养结合能力提升行动。依托社区或者乡镇的医疗卫生和养老服务机构，提升服务能力，重点为失能、失智、慢病或者长期卧床的老年人提供医养结合服务，增加医养结合服务供给。鼓励社区和乡镇的医疗卫生机构和养老服务机构，在建设的时候尽量统筹规划、毗邻建设，位置最好相近，这样方便老年人就近就便得到医养结合服务。开展“互联网+护理服务”，增加上门护理服务供给。将老年人作为重点人群开展家庭医生签约服务等，这些都是增强基层居家社区医养结合能力的措施。
health	国家卫健委：为1.27亿65岁及以上老年人提供健康管理…	 2024年05月16日 15:50 	http://health.people.com.cn/n1/2024/0516/c14739-40237338.html	二是丰富服务内容。开展基本公共卫生服务老年人健康管理项目、老年健康与医养结合服务项目。为1.27亿65岁及以上的老年人提供健康管理服务，为5400多万老年人提供康复指导、营养改善指导等医养结合服务，为1200多万老年人进行失能评估，为近600万失能老年人提供照护服务等。制定居家和社区医养结合服务指南，指导医疗卫生机构为老年人提供8项医养结合服务，包括健康教育、健康管理、医疗巡诊、家庭病床、居家医疗、中医药、心理精神支持、转诊8项服务。
health	国家卫健委：为1.27亿65岁及以上老年人提供健康管理…	 2024年05月16日 15:50 	http://health.people.com.cn/n1/2024/0516/c14739-40237338.html	三是确保居家社区医养结合服务的可持续性。明确“上门服务费”价格政策，公立医疗卫生机构为老年人提供上门医疗服务时，采取“医疗服务价格+上门服务费”的方式收费，支持公立医疗卫生机构为老年人开展上门医疗服务。目前，河南、陕西、福建等省都制定了具体的相关医保政策，支持医疗卫生机构为失能、失智、长期卧床、高龄的老年人提供他们迫切需要的上门医疗服务。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	人民网北京5月16日电 （记者乔业琼）今日，国家卫生健康委召开新闻发布会，介绍推动医养结合高质量发展有关情况，并答记者问。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	国家卫生健康委老龄健康司司长王海东在会上表示，医养结合就是医疗卫生服务和养老服务相结合，就是面向居家养老、社区养老和机构养老的老年人在日常生活照料的基础上，为他们提供医疗卫生服务。对于每个老年人来讲，医疗卫生服务和养老服务一个都不能少。医养结合是我国积极应对人口老龄化的重要途径，也是满足广大老年人健康养老服务需求的有效举措。这些年，国家卫生健康委大力推进医养结合，取得了积极成效。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	首先，完善政策措施。将医养结合纳入到重要的文件当中，纳入到重要的规划当中，予以高位推进。同时，制定具体的政策措施，比如对居家社区服务、机构服务、医养衔接、服务监管出台了具体政策。针对财税、价格、土地、医保、投融资等方面，也制定了支持性政策，为医养结合发展提供政策支撑。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	其次，扩大服务供给。形成了四种比较成熟的医养结合服务模式，一是医疗卫生机构和养老服务机构进行签约合作，提供服务；二是医疗卫生机构开展医养结合服务；三是养老机构依法依规开展医疗卫生服务；四是医疗卫生服务延伸到居家和社区。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	在“十四五”期间启动了医疗卫生机构医养结合服务能力建设项目，支持符合条件的医疗卫生机构建设医养结合服务设施，提供优质的医养结合服务。到目前为止，全国医疗卫生机构和养老服务机构签约对数达到了8.7万对，具备医疗卫生机构资质并进行养老机构备案的医养结合机构达到7800多家，床位达到了200万张，在服务供给方面得到有效的增加。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	第三，提升服务质量。连续三年开展医养结合机构服务质量提升行动，通过自查整改，提高医养结合机构服务质量。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	实施医养结合示范项目，评选出第一个全国医养结合示范省，就是山东省，第一批100个医养结合县（市、区），嘉善县就是其中一个，还有99个医养结合示范机构。及时把全国的示范省、示范县（市、区）和示范机构的经验共200个案例编辑成册，供大家借鉴、推广、使用。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	在人员队伍的培养培训方面，协调教育部在全国高等职业教育本科专业当中，专门增设了“医养照护与管理”专业，并且组织编写了系列专业教材。在全国开展医养结合人才能力提升培训项目，目前已经累计培训了10万多名医养结合从业人员。
health	国家卫健委：全国医养结合机构达到7800多家	 2024年05月16日 15:38 	http://health.people.com.cn/n1/2024/0516/c14739-40237335.html	在智能支持方面，开展医养结合远程协同服务，为老年人提供远程医疗服务，开展智慧健康养老产业发展行动。
health	国家药监局开展疫苗监管质量管理体系管理评审	 2024年05月14日 15:16 	http://health.people.com.cn/n1/2024/0514/c14739-40235722.html	人民网北京5月14日电 （记者孙红丽）据国家药监局网站消息，5月11日，国家药监局开展2023年度疫苗监管质量管理体系（疫苗QMS）管理评审，国家药监局党组书记、局长李利主持会议并对国家药监局机关疫苗监管质量管理体系的适宜性、充分性和有效性做出评价。
health	国家药监局开展疫苗监管质量管理体系管理评审	 2024年05月14日 15:16 	http://health.people.com.cn/n1/2024/0514/c14739-40235722.html	建立运行疫苗监管质量管理体系是适应世界卫生组织（WHO）疫苗国家监管体系（疫苗NRA）评估要求，推动提升国家疫苗监管能力水平的重要工作。国家药监局高度重视疫苗QMS建设，坚持目标导向和问题导向，推动体系常态化、规范化运行，不断提升疫苗监管工作效能。
health	国家药监局开展疫苗监管质量管理体系管理评审	 2024年05月14日 15:16 	http://health.people.com.cn/n1/2024/0514/c14739-40235722.html	李利指出，国家药监局结合WHO新一轮疫苗NRA评估要求，认真推进疫苗QMS建设，在2022年正式评估及2023年后续跟踪回访中得到了WHO的充分认可，国家药监局机关疫苗QMS是适宜、充分和有效的。相关司局认真贯彻落实质量管理理念，坚持全过程实施质量管理，持续高效开展内审工作，推动疫苗监管工作更加合规有序，有力地提升了疫苗监管科学化水平。
health	国家药监局开展疫苗监管质量管理体系管理评审	 2024年05月14日 15:16 	http://health.people.com.cn/n1/2024/0514/c14739-40235722.html	李利要求，要继续把国家药监局机关疫苗QMS做深做实，并积极开展全系统的交流培训，做好经验总结，推动国家药监局机关、直属单位和各级药监部门的体系运行衔接，更加务实有效地建设好国家疫苗监管质量管理体系。
health	国家药监局批准瑞普替尼胶囊上市	 2024年05月11日 16:12 	http://health.people.com.cn/n1/2024/0511/c14739-40233875.html	人民网北京5月11日电 （记者孙红丽）据国家药监局网站消息，近日，国家药品监督管理局通过优先审评审批程序批准Bristol-Myers Squibb Company申报的1类创新药瑞普替尼胶囊（商品名：奥凯乐/AUGTYRO）上市，适用于ROS1阳性的局部晚期或转移性非小细胞肺癌（NSCLC）成人患者。
health	国家药监局批准瑞普替尼胶囊上市	 2024年05月11日 16:12 	http://health.people.com.cn/n1/2024/0511/c14739-40233875.html	瑞普替尼是一种酪氨酸蛋白激酶原癌基因ROS1和原肌球蛋白受体酪氨酸激酶（TRKs）TRKA、TRKB及TRKC的抑制剂。该药品的上市为ROS1阳性的局部晚期或转移性非小细胞肺癌成人患者提供了新的治疗选择。
health	国家卫健委：截至2023年底全国注册护士总量达563万人	 2024年05月11日 15:42 	http://health.people.com.cn/n1/2024/0511/c14739-40233839.html	人民网北京5月11日电 （记者乔业琼）今日，国家卫生健康委召开新闻发布会，介绍“发展护士队伍 优化护理服务”有关情况，并回答记者提问。
health	国家卫健委：截至2023年底全国注册护士总量达563万人	 2024年05月11日 15:42 	http://health.people.com.cn/n1/2024/0511/c14739-40233839.html	国家卫生健康委医政司副司长邢若齐在会上表示，截至2023年底，全国注册护士总量达到563万人，每千人口注册护士数达到4人，具有大专以上学历的护士超过80%，各地结合实际不同程度开展了老年、儿科、重症监护、传染病护理等紧缺护理专业护士培训工作，使得护士队伍的整体素质显著提高。
health	国家卫健委：截至2023年底全国注册护士总量达563万人	 2024年05月11日 15:42 	http://health.people.com.cn/n1/2024/0511/c14739-40233839.html	围绕目前护理工作面临着新的形势，邢若齐介绍，随着社会经济发展、人民群众健康素养的提升和健康理念的更新，希望得到高质量、人性化、多元化的护理服务。同时，随着老龄化社会进程的加快，大多数老年人存在多病共存情况，老年护理以及老年有关慢性疾病护理的社会需求日益旺盛。此外，慢性病患者生存期不断延长，对护理和康复的需求也不断增加，医疗诊疗量快速增长，住院服务量也在增加，临床护理工作的压力也日益加大。
health	国家卫健委：截至2023年底全国注册护士总量达563万人	 2024年05月11日 15:42 	http://health.people.com.cn/n1/2024/0511/c14739-40233839.html	“这些新情况、新变化，都要求护理工作更加主动对接人民群众健康服务的需求，不断扩大服务的内涵和外延，持续提高服务能力和水平。”邢若齐说。
health	国家卫健委：截至2023年底全国注册护士总量达563万人	 2024年05月11日 15:42 	http://health.people.com.cn/n1/2024/0511/c14739-40233839.html	邢若齐表示，目前，正会同有关部门研究制定关于加强护士队伍建设，优化护理服务的文件，希望发挥政策的支持引导作用，进一步发展优化护理服务。下一步，将采取有力措施，不断发展和壮大护士队伍。
health	4月国家药监局批准注册292个医疗器械产品	 2024年05月10日 09:50 	http://health.people.com.cn/n1/2024/0510/c14739-40233018.html	人民网北京5月10日电 （记者孙红丽）据国家药监局网站消息，2024年4月，国家药监局共批准注册医疗器械产品292个。其中，境内第三类医疗器械产品224个，进口第三类医疗器械产品37个，进口第二类医疗器械产品30个，港澳台医疗器械产品1个。
health	国家医保局出台长期护理保险失能等级评估机构定点管理办法	 2024年05月07日 18:49 	http://health.people.com.cn/n1/2024/0507/c14739-40230683.html	人民网北京5月7日电 （记者乔业琼）据国家医保局官网消息，为确保广大人民群众更加公平、公正、及时享受长期护理保险待遇，推动长期护理保险失能等级评估机构定点管理更加规范化、标准化、科学化，近日，国家医保局印发了《长期护理保险失能等级评估机构定点管理办法（试行）》（以下简称《定点管理办法》）。
health	国家医保局出台长期护理保险失能等级评估机构定点管理办法	 2024年05月07日 18:49 	http://health.people.com.cn/n1/2024/0507/c14739-40230683.html	长期护理保险失能等级评估是长期护理保险制度机制的重要组成部分，评估结论是待遇享受和基金支付的重要依据。对评估主体的规范确定和管理，是确保评估工作专业化、规范化的关键环节。在梳理总结试点经验基础上，国家医保局研究制定《定点管理办法》，明确长期护理保险失能等级评估机构定点管理具体要求，推进评估机构定点管理规范统一。
health	国家医保局出台长期护理保险失能等级评估机构定点管理办法	 2024年05月07日 18:49 	http://health.people.com.cn/n1/2024/0507/c14739-40230683.html	《定点管理办法》主要对定点评估机构的确定、运行管理、监督管理等方面作出规定。一是明确定点评估机构的申请条件和确定程序。规定申请成为定点评估机构应具备的基本条件、确定程序，以及不予受理定点申请的情形等。二是提出定点评估机构的运行管理要求。要求定点评估机构应加强内部建设，明确提出建立健全内部质量控制制度、人员管理制度、评估档案管理制度、信息安全管理制度等。三是规定对定点评估机构的监督管理要求。明确医疗保障部门对定点评估机构加强监督、考核、日常管理，规定医保行政部门和经办机构监管职责和内容等。此外，明确依托其他形式主体实施评估的，对有关机构的管理，参照本办法执行。
health	国家医保局出台长期护理保险失能等级评估机构定点管理办法	 2024年05月07日 18:49 	http://health.people.com.cn/n1/2024/0507/c14739-40230683.html	下一步，国家医保局将指导长期护理保险制度试点地区医保部门做好《定点管理办法》试行，及时总结经验做法，不断健全长期护理保险失能等级评估标准体系和管理办法，更好维护广大参保人合法权益。
health	国家卫健委：保证三级公立医院绩效考核工作的规范化、标准…	 2024年05月07日 18:42 	http://health.people.com.cn/n1/2024/0507/c14739-40230682.html	人民网北京5月7日电 （记者乔业琼）今日，国家卫生健康委召开新闻发布会，介绍“推进卫生健康事业高质量发展，护佑人民群众生命健康”有关情况，并回答记者提问。
health	国家卫健委：保证三级公立医院绩效考核工作的规范化、标准…	 2024年05月07日 18:42 	http://health.people.com.cn/n1/2024/0507/c14739-40230682.html	会上，有记者提问，近日，《国家三级公立医院绩效考核操作手册（2024版）》印发，这次修订如何在不增加医院负担情况下，让考核更科学？如何切实发挥绩效考核在公立医院高质量发展中的指挥棒作用？
health	国家卫健委：保证三级公立医院绩效考核工作的规范化、标准…	 2024年05月07日 18:42 	http://health.people.com.cn/n1/2024/0507/c14739-40230682.html	对此，国家卫生健康委医政司副司长邢若齐表示，三级公立医院绩效考核已经成为引导公立医院坚持公益性、落实功能定位、持续提升医疗服务质量与效率、加强内部运营管理、实现高质量发展的指挥棒。
health	国家卫健委：保证三级公立医院绩效考核工作的规范化、标准…	 2024年05月07日 18:42 	http://health.people.com.cn/n1/2024/0507/c14739-40230682.html	“为保证三级公立医院绩效考核工作的规范化、标准化、同质化，我们按照稳定性、统一性、准确性和简洁性的原则，结合最新政策要求，进一步完善了医疗质量、运营效率等相关指标，引导公立医院更加重视医疗质量安全，合理控制流动负债规模，降低医院运行的潜在风险。”邢若齐说。
health	国家卫健委：保证三级公立医院绩效考核工作的规范化、标准…	 2024年05月07日 18:42 	http://health.people.com.cn/n1/2024/0507/c14739-40230682.html	邢若齐说，下一步，将持续深化绩效考核工作。一是探索按照管理层级和机构类型分级分类实施绩效考核评价，为决策科学化、治理精准化和服务高效化提供数据支撑。二是积极总结绩效考核以客观数据评价为基础的工作经验，完善公立医院高质量发展评价指标体系，推动两者有机结合。三是科学运用绩效考核结果，持续推动公立医院发挥医疗服务供给侧结构性改革的“龙头”作用，不断把公立医院发展成果转化为人民群众看病就医的获得感，凝聚起推进高质量发展的强大合力。
health	国家卫健委：全国各省份均不同程度地开展了“互联网+护理…	 2024年05月07日 18:39 	http://health.people.com.cn/n1/2024/0507/c14739-40230681.html	人民网北京5月7日电 （记者乔业琼）今日，国家卫生健康委召开新闻发布会，介绍“推进卫生健康事业高质量发展，护佑人民群众生命健康”有关情况，并回答记者提问。
health	国家卫健委：全国各省份均不同程度地开展了“互联网+护理…	 2024年05月07日 18:39 	http://health.people.com.cn/n1/2024/0507/c14739-40230681.html	国家卫生健康委医政司副司长邢若齐表示，2023年启动进一步改善护理服务行动计划，指导各地通过加强基础护理、提高护理质量、拓展护理领域等举措，促进护理工作更加贴近患者、贴近临床和贴近社会。
health	国家卫健委：全国各省份均不同程度地开展了“互联网+护理…	 2024年05月07日 18:39 	http://health.people.com.cn/n1/2024/0507/c14739-40230681.html	邢若齐介绍，在加强临床护理服务方面，各地进一步落实责任制整体护理，全国二级以上医院开展责任制整体护理病区占比超90%，住院患者有了自己的责任护士。一些医院同时开展延续护理服务，解决患者出院后的医疗护理问题。在推进“互联网+护理服务”方面，全国各省份均不同程度地开展了“互联网+护理服务”。目前，共计3000余个医疗机构提供了7类60余项医疗护理服务项目，患者在家即可获得相应的护理服务。在开展老年医疗护理服务方面，北京市、山东省、江苏省等地区通过转型或社会力量举办的护理院、护理站等机构数量明显增加，同时积极为老年人提供家庭病床、上门护理服务等，有效增加了老年护理服务供给。
health	国家卫健委：全国各省份均不同程度地开展了“互联网+护理…	 2024年05月07日 18:39 	http://health.people.com.cn/n1/2024/0507/c14739-40230681.html	“今年政府工作报告要求加快补齐医疗护理服务短板，我委正会同有关部门研究制定关于加强护士队伍建设、优化护理服务的意见，来发挥政策支持引导作用，进一步发展壮大护士队伍，优化护理服务，有效增强群众看病就医的获得感。”邢若齐说。
health	14家公立医院开展高质量发展试点情况如何？国家卫健委介绍	 2024年05月07日 18:35 	http://health.people.com.cn/n1/2024/0507/c14739-40230680.html	人民网北京5月7日电 （记者乔业琼）今日，国家卫生健康委召开新闻发布会，介绍“推进卫生健康事业高质量发展，护佑人民群众生命健康”有关情况，并回答记者提问。
health	14家公立医院开展高质量发展试点情况如何？国家卫健委介绍	 2024年05月07日 18:35 	http://health.people.com.cn/n1/2024/0507/c14739-40230680.html	会上，有记者提问，14家大型高水平公立医院开展高质量发展试点，取得了哪些进展？下一步有哪些重难点工作要突破？
health	14家公立医院开展高质量发展试点情况如何？国家卫健委介绍	 2024年05月07日 18:35 	http://health.people.com.cn/n1/2024/0507/c14739-40230680.html	国家卫生健康委体改司一级巡视员朱洪彪表示，
health	14家公立医院开展高质量发展试点情况如何？国家卫健委介绍	 2024年05月07日 18:35 	http://health.people.com.cn/n1/2024/0507/c14739-40230680.html	一是推进学科创新，聚焦影响人民健康的重大疾病和主要问题，加强核心专科能力建设，提升重大疾病的诊疗能力、诊疗效果。
health	14家公立医院开展高质量发展试点情况如何？国家卫健委介绍	 2024年05月07日 18:35 	http://health.people.com.cn/n1/2024/0507/c14739-40230680.html	二是推进技术创新。紧盯国际医学前沿，在脑科学、再生医学、生物医学等关键领域，深化医教研产用协同攻关，形成一批国际领先、服务临床的原创性技术。
health	14家公立医院开展高质量发展试点情况如何？国家卫健委介绍	 2024年05月07日 18:35 	http://health.people.com.cn/n1/2024/0507/c14739-40230680.html	三是推进服务创新，推广多学科诊疗、一站式服务等新模式，应用人工智能、手术机器人、互联网医疗等新技术，满足群众的医疗服务需求。
health	14家公立医院开展高质量发展试点情况如何？国家卫健委介绍	 2024年05月07日 18:35 	http://health.people.com.cn/n1/2024/0507/c14739-40230680.html	四是推进管理创新，引入先进的管理理念和现代化的管理工具，提升医院管理的科学化、精细化、智慧化水平。
